,essay_index,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
364,731,387857083AAE,3.0,3.5,3.0,3.5,3.5,3.5
365,2809,CD506B5747F7,2.5,3.0,3.0,2.5,2.5,2.5
366,1426,6D2AFE5412CB,4.0,3.0,3.0,3.0,2.5,3.0
367,1687,806672A60686,3.0,2.0,2.5,3.0,2.0,2.5
368,1158,598C1E9B27C8,3.0,3.5,3.5,3.0,4.0,4.0
369,204,0F634E9B3E9C,3.0,3.0,3.0,2.5,2.5,2.5
370,438,2116231D1DC4,2.5,2.0,3.0,2.0,2.0,2.0
371,3350,E7DB2DC8B151,3.0,4.0,4.0,4.0,3.0,3.0
372,3222,E1920CC1D734,3.0,3.5,2.5,3.0,4.0,3.0
373,1354,682B94FF269B,2.5,2.5,3.0,3.5,3.5,2.5
374,1906,8F78E9AF1D0E,3.0,3.5,3.5,4.0,3.5,3.5
375,3537,F075F9AD2AA4,2.5,2.5,2.5,2.0,2.0,2.0
376,3690,F72EA674A872,3.5,3.0,3.0,3.5,3.5,3.5
377,812,3EEB66F3630C,2.5,2.5,2.5,2.0,2.5,2.0
378,303,163A54729CAA,3.0,3.0,3.0,4.0,3.5,3.0
379,2355,AF20176EB127,2.5,3.0,3.0,3.0,3.0,3.0
380,1839,8A8CC7624410,2.0,2.0,3.0,3.0,3.0,2.0
381,1264,6130E5495CB1,2.0,2.0,3.0,2.0,2.0,2.0
382,1951,93552F3ACA5D,4.5,4.5,4.0,4.5,4.5,4.0
383,3879,FEAF4F517583,3.5,3.0,3.0,3.0,3.0,3.5
384,390,1D944BF5BE87,4.5,4.5,4.0,4.0,4.5,4.0
385,3499,EEEEC24C9AE7,2.5,2.5,3.0,3.0,2.0,3.0
386,278,1451EA314B8A,4.5,4.0,4.5,4.0,3.5,3.5
387,232,10ECA491D66C,2.5,3.0,3.5,3.0,3.0,2.5
388,2241,A79D997C4B42,3.5,3.0,4.0,3.5,4.0,3.5
389,2242,A7CC5A46675A,4.0,3.5,4.0,4.0,4.0,3.5
390,3774,FA38957FCAF6,2.5,2.0,2.5,2.5,2.0,2.5
391,2588,BFE92DE70CA2,2.5,2.0,3.0,2.5,2.5,2.0
392,2019,987A42F72474,2.5,2.5,3.0,3.0,3.0,3.0
393,3040,D948703E8026,4.5,4.0,4.0,4.0,3.5,4.5
394,2972,D581D89A822A,3.5,3.0,3.5,3.0,3.5,4.0
395,636,30A7E68EFC88,2.5,2.5,2.0,2.5,3.0,3.0
396,784,3CDD56FF3477,5.0,3.5,4.0,3.5,3.0,4.0
397,3103,DBDE16551908,2.5,2.5,2.5,3.0,2.0,2.0
398,2275,AA1ED5376761,4.0,4.0,4.0,5.0,4.5,4.0
399,1794,8778DE7C8D0E,3.5,3.0,4.0,4.0,3.5,3.0
400,1017,4E0F689E099B,4.0,3.5,3.5,3.5,3.5,3.5
401,2447,B5AE26EEE247,4.0,3.5,3.5,3.5,3.5,3.5
402,1374,69C237AC88FF,2.5,3.5,3.0,2.5,2.5,3.0
403,3117,DC7961960711,2.0,2.5,3.0,2.5,2.0,2.5
404,8,009BCCC61C2A,3.0,3.0,3.5,3.5,3.0,3.0
405,3478,EDD899D4131D,2.5,3.0,3.5,3.0,3.0,3.0
406,162,0C699C871AA5,3.5,3.5,3.5,3.5,3.5,3.5
407,3434,EBCC0B6D36D0,2.5,2.5,3.0,2.5,2.0,2.5
408,1444,6EB1681A5880,3.5,2.5,3.0,3.5,3.0,3.0
409,359,1B622A28EDD9,4.0,3.5,4.5,4.0,3.5,3.5
410,486,24E7F271035B,3.0,4.0,4.0,4.0,4.5,4.5
411,13,00ED2563D0B1,3.5,3.0,3.5,3.5,3.5,4.0
412,2062,9B4C52064991,2.5,2.5,2.5,2.5,3.0,3.5
413,379,1CF3776F970D,3.5,2.5,3.5,3.0,3.0,3.5
414,294,15BD3759DC85,3.5,3.5,4.0,3.5,3.5,3.0
415,2909,D2035E3721BA,3.5,3.5,3.0,3.0,3.5,4.0
416,1063,519A1A92C8C8,3.0,2.5,3.0,2.5,3.0,2.5
417,1914,902341F8EB11,3.0,3.0,3.0,3.0,3.0,3.0
418,1055,5077C09B20DC,4.0,4.0,4.0,4.0,3.5,4.0
419,345,19DDF17CA4DC,3.5,3.5,3.0,3.5,3.5,3.0
420,2823,CDDAB6C29BF8,2.0,3.0,3.0,3.0,3.0,3.0
421,59,04B3A4DD9460,3.0,2.5,3.0,3.0,3.0,1.5
422,1573,785DBAB78957,2.5,2.5,3.5,3.0,3.0,2.0
423,963,49C5BCE4CD28,2.5,3.5,3.5,3.0,3.5,3.0
424,1074,524CD617574D,2.5,3.0,3.0,2.0,2.0,3.0
425,3893,FF7698C3CC8B,3.5,2.5,3.5,3.0,3.0,3.5
426,2936,D35A126B4379,3.0,3.5,3.5,4.5,3.5,3.5
427,3492,EEB58B11D40C,3.5,3.5,3.5,3.5,3.5,3.0
428,440,214EC21D1403,4.0,3.5,4.0,3.5,3.0,3.5
429,477,24050FFA49AE,3.0,3.0,3.5,3.5,4.0,3.0
430,3694,F747581D0782,4.0,4.0,4.0,4.0,3.5,3.5
431,715,371739A95793,2.0,2.0,3.0,3.0,2.0,2.0
432,2248,A84FFDD09442,3.0,2.0,3.5,3.0,2.5,3.0
433,3427,EB1500B8EA75,2.5,2.0,3.0,3.0,2.0,2.0
434,1529,75AA6229A116,2.5,3.0,3.0,2.5,3.0,2.5
435,125,0985602832CD,2.0,2.5,3.0,3.0,3.0,2.5
436,2472,B7F56382EF7D,3.0,3.5,4.0,4.0,3.0,4.0
437,1990,9685DD18847A,4.0,3.5,4.0,4.0,3.0,3.5
438,391,1DB195AA7BE3,2.0,2.5,2.0,2.0,1.5,2.0
439,220,109D8D4A91FC,3.5,3.0,3.5,4.0,3.0,2.5
440,2453,B6B85CE5C8F5,3.5,3.5,4.5,3.5,3.5,3.5
441,1041,4F89EB8CB97F,2.5,2.5,3.0,3.0,3.0,3.0
442,568,2B66CE2870AD,2.5,2.5,3.0,2.5,2.5,3.0
443,813,3EEEF86719CD,3.5,4.0,3.5,4.0,4.0,3.0
444,3126,DCE760033193,2.5,2.0,3.0,2.0,2.0,3.0
445,3336,E7328989C861,2.0,2.5,3.0,2.5,2.5,2.5
446,2663,C4CFCB3B7F13,2.0,2.0,2.5,2.5,2.0,3.0
447,1994,9702AD260172,4.0,3.0,3.0,3.0,3.0,3.5
448,1894,8ED2404D111E,2.0,3.0,2.5,2.0,2.0,3.0
449,3313,E56AA3BD89AD,3.5,3.0,3.0,3.5,3.5,2.5
450,1626,7B5F5B33B566,3.0,3.0,4.0,3.5,3.0,3.0
451,1025,4E7DD441DAC8,2.5,3.0,2.5,2.5,3.0,2.0
452,1554,776FBF88E6FF,1.5,1.5,2.0,2.0,1.0,1.0
453,2111,9E753C182039,3.0,3.5,3.0,3.0,3.5,3.0
454,3735,F8C7B0C9F064,2.5,3.5,3.0,3.0,2.5,3.0
455,3548,F123CF0BF9DB,2.0,2.5,2.5,2.0,2.0,2.0
456,3780,FA5998D50575,3.0,2.5,3.0,3.0,2.0,2.5
457,855,41D9E5A1342B,2.0,2.0,2.0,2.0,2.0,2.5
458,2551,BDA166D1989A,4.5,4.5,4.5,4.5,4.5,4.5
459,3810,FBC269A9D3AE,3.0,3.0,3.5,3.5,2.5,3.0
460,2950,D401F5D87E45,3.0,3.0,3.5,3.0,3.5,4.0
461,819,3F3DC123EDF6,4.0,3.5,4.0,3.5,3.5,4.5
462,2271,A9E9851F3E7E,4.0,3.5,3.5,3.5,4.0,3.5
463,2973,D58980F5EC66,3.5,3.0,3.5,4.0,3.5,3.5
464,455,2265CC4410DE,3.5,3.0,4.0,4.0,4.0,3.5
465,1656,7DBE22D9F0DA,2.5,2.0,3.0,2.5,3.0,2.0
466,20,017D2125A1DE,2.5,2.5,3.0,2.0,2.0,2.5
467,415,1FAC31F5C8DC,4.0,4.0,3.5,3.5,3.0,3.0
468,194,0EC392C06372,3.5,3.0,3.5,2.5,2.5,2.5
469,2033,997098762F7E,2.0,3.0,2.5,2.5,2.0,2.0
470,3895,FF7FE6BD8509,3.5,3.5,3.5,3.5,3.5,3.5
471,1658,7DDFB0CA2BF8,2.5,3.0,3.0,2.5,3.0,3.0
472,3073,DA92389BB8F0,2.0,2.0,2.0,2.0,2.0,2.0
473,1454,70041E13A0CC,3.0,3.5,3.0,3.0,2.5,2.5
474,2381,B0CDBB24465F,3.0,3.5,3.5,4.0,3.5,3.5
475,2554,BDC0340D4BD5,4.5,3.5,4.0,4.0,4.0,4.5
476,3025,D8934CA35801,2.0,2.0,3.0,2.5,3.0,2.5
477,1746,840D73A3804A,3.5,3.0,3.5,4.0,3.5,3.0
478,579,2BFB0A8F50E1,4.0,3.0,4.0,3.0,3.0,3.5
479,3538,F07EB7B6F40E,4.0,4.0,3.5,3.5,3.0,3.5
480,48,0435196871A1,3.0,3.0,2.5,2.0,2.5,2.5
481,803,3E500A5390C1,2.0,2.5,3.0,2.5,2.5,2.5
482,1735,833F25175AFC,2.5,3.0,2.5,3.0,3.0,2.5
483,585,2C681168A674,3.0,2.0,2.5,3.0,2.5,2.5
484,3087,DB34A89420F2,2.5,3.0,3.0,2.5,3.5,3.0
485,1235,5F8F76B7A6FD,3.0,3.0,3.0,3.0,3.0,3.0
486,3364,E8485EFFC9A2,3.5,3.0,3.5,2.5,4.0,3.0
487,3754,F998E8BD71CF,3.0,3.0,4.0,4.0,3.0,3.5
488,1961,940441D4CF9C,3.0,3.5,3.5,3.5,2.5,2.5
489,2052,9ABF7B48B802,3.0,2.5,3.0,3.5,2.5,3.0
490,964,49CBF98C0292,2.5,2.0,2.5,2.5,2.0,2.0
491,1315,65131EC5DD6A,2.5,3.0,3.0,2.0,2.0,3.0
492,1147,58F6D70A2DC7,3.5,3.5,3.0,3.0,3.5,3.5
493,286,1535E922B3AA,3.5,3.5,3.5,4.0,3.0,4.0
494,2621,C255CCC30A3E,2.5,2.5,2.5,2.0,2.0,2.0
495,2645,C3F3118898B5,4.5,4.0,3.5,4.0,4.0,4.5
496,3888,FF2B30052436,2.0,2.5,3.0,2.5,3.0,3.0
497,1230,5F5E1817CCA0,3.0,3.5,3.0,3.0,3.0,3.0
498,1099,548EC5B339E3,3.0,3.5,3.5,3.0,3.5,3.0
499,3382,E8EE54F7A2AD,3.0,2.5,3.0,3.0,2.5,2.5
500,795,3DC539E4E871,3.0,2.0,2.5,3.0,2.5,3.0
501,1824,89863E1AF982,3.5,3.5,3.5,3.0,3.0,3.5
502,285,15125AF6CB82,3.0,3.0,3.5,3.5,2.5,3.0
503,2795,CC30C03474B1,2.0,2.5,3.0,3.0,3.0,2.0
504,1195,5C9B1FB411EB,3.5,3.0,3.0,3.5,3.0,3.5
505,315,1703E46B4DC9,4.5,4.0,4.5,4.0,4.0,4.0
506,1210,5DD1954E47A8,4.0,3.0,3.5,3.5,3.5,3.5
507,133,0A4CDC286F8C,2.5,2.5,2.5,3.0,3.0,2.5
508,2828,CE19B516A167,2.5,2.0,2.5,3.0,2.5,2.5
509,2740,C97C2190DB65,4.0,4.5,4.0,4.5,3.5,4.0
510,2478,B84EF55EE7F0,2.5,2.5,3.0,2.5,3.0,3.0
511,1399,6BDF73E50719,2.0,2.0,2.0,2.0,2.0,2.5
512,1592,79786E273D1A,3.5,3.0,3.0,3.0,3.5,2.0
513,949,48AC182E4ADC,4.5,4.0,3.5,4.0,4.5,4.5
514,2284,AAD6A5CBDDB9,3.0,3.5,4.0,4.0,4.0,3.0
515,2770,CB2F9A2B612B,3.5,3.0,3.0,3.5,4.0,3.0
516,1458,709156BCF733,3.5,3.5,3.0,3.0,4.5,3.5
517,1648,7D1825E2F4AD,3.5,2.5,2.5,2.5,3.0,3.0
518,344,19D55405175F,3.5,4.0,4.0,4.0,3.5,4.0
519,3790,FAAFFC983E47,2.5,3.0,2.5,2.0,2.0,2.0
520,442,2157AE4AFAA6,4.0,4.0,3.5,3.5,3.0,3.0
521,3868,FE700406E7D4,3.0,2.5,2.0,2.5,2.5,3.0
522,2846,CEE41F7526FA,3.0,3.0,3.0,2.5,3.0,3.5
523,3183,DFCF2A3BE972,3.5,3.0,3.0,3.0,2.5,3.0
524,1245,603863409B06,3.5,3.0,3.5,3.5,3.0,4.0
525,2887,D139A5C53DE9,4.0,4.0,4.0,4.0,2.5,3.5
526,1765,85C54BD4D416,4.5,5.0,5.0,4.5,5.0,5.0
527,200,0F32DDCBECB6,4.0,3.5,3.5,3.5,3.0,3.0
528,3708,F7CC31D47F06,3.5,3.0,3.0,3.5,3.5,3.5
529,2484,B8961D64A158,3.0,3.0,3.0,3.0,3.0,2.0
530,3268,E31B2A06C28C,3.0,3.0,3.0,3.0,2.5,3.0
531,772,3BDF36560245,2.5,2.5,3.0,2.5,2.0,2.5
532,3660,F5CB9849B913,2.5,3.0,4.0,3.5,3.0,3.0
533,2409,B31D05A5A9CB,3.5,4.0,3.0,3.0,3.5,3.0
534,3721,F84E5DEFC874,3.0,3.5,3.5,3.5,3.0,4.0
535,2945,D3A6B04B54A9,3.5,3.5,3.5,3.5,2.5,2.5
536,1430,6D7377CA8608,3.5,3.0,3.5,2.5,3.0,2.5
537,1553,7740DF009E10,4.0,3.5,4.0,3.0,3.0,3.0
538,2318,ACA1A45EE438,4.0,3.0,3.0,4.0,4.0,4.0
539,2359,AF71C89CD199,2.5,3.0,3.0,3.0,2.5,3.5
540,3241,E22AC96B8B1D,2.5,3.0,3.0,2.5,3.0,3.0
541,657,32E2949B0C66,3.0,3.0,3.0,3.0,3.5,3.5
542,3189,E04208981449,3.0,3.0,4.0,3.5,3.0,3.5
543,2196,A3C5DE6588D0,4.0,3.5,3.5,3.5,3.5,4.0
544,1927,911DD337DD61,3.5,4.5,4.0,4.0,3.5,4.0
545,3385,E91431653DE3,3.0,2.5,3.0,2.5,2.5,2.5
546,2243,A7CEC076632B,2.5,3.5,3.0,3.0,3.0,3.0
547,413,1F7FD80F4396,2.0,3.0,3.0,2.0,2.5,2.5
548,2620,C24F3DD7A37E,3.5,3.5,4.0,4.0,3.0,3.5
549,2573,BF267B42A2A4,3.0,3.0,3.0,3.5,3.5,3.5
550,1260,60E9300D597C,3.0,2.5,3.0,3.0,2.0,3.0
551,300,161779A176BD,4.5,4.0,4.5,4.0,3.5,4.0
552,128,09EC2F6B0D24,2.0,3.0,3.0,2.5,3.0,2.5
553,1054,506A69171959,4.0,3.5,3.0,3.0,3.0,4.0
554,2702,C70AEFA3CD16,3.0,2.5,3.5,2.5,3.0,3.0
555,1105,5564D9D8C845,4.5,4.5,4.5,4.5,4.5,5.0
556,2638,C37595A8AE16,2.5,2.5,2.0,2.0,2.5,2.0
557,2368,AFD325C9347D,4.0,3.0,3.0,3.0,3.0,3.0
558,1334,6686DB25FBD0,2.5,3.0,3.5,3.5,3.0,3.5
559,651,327AAC23CF5D,2.5,2.0,2.0,2.0,2.0,2.0
560,3047,D9AAEE4C9BCC,3.5,3.5,2.5,3.0,3.0,3.0
561,2954,D42B99110E5C,2.5,2.0,3.0,3.0,2.5,2.5
562,1845,8AF043C98622,3.0,2.5,2.5,2.0,3.0,3.0
563,366,1BE17E2DA549,2.5,2.5,3.0,2.5,3.0,2.0
564,3005,D7766B98F761,4.5,4.0,4.0,4.0,4.0,4.0
565,2644,C3E8D00403D9,3.5,3.5,3.5,3.5,4.0,3.5
566,3813,FBE8983EF69C,4.0,4.5,4.5,4.5,4.5,4.0
567,2686,C655195F667C,3.5,3.0,3.5,3.0,3.0,3.5
568,1411,6C98327DA084,3.5,3.5,3.0,4.0,3.5,3.0
569,3048,D9B44BD44222,3.0,2.5,3.0,2.5,2.0,3.0
570,1263,610FA0016255,3.5,3.0,2.5,3.0,3.0,3.0
571,458,2299FA736E92,4.0,3.0,3.5,4.0,3.0,4.0
572,2883,D0D7C3A056CE,3.0,2.5,3.0,3.5,3.5,3.0
573,1012,4DBC5B5272FF,4.0,3.5,3.5,3.0,3.5,3.5
574,1240,5FE4F223CEA8,3.0,2.5,2.5,3.0,3.0,2.5
575,3588,F2649F7F089F,2.5,2.0,2.5,2.5,2.0,2.0
576,3194,E069D2A8AE1E,4.0,4.0,4.0,4.0,3.5,4.0
577,3411,EA42A6028804,3.5,3.5,3.5,3.0,3.0,3.5
578,87,063F809DE304,2.5,2.0,3.0,2.5,3.0,2.0
579,1857,8BFBF3BB5542,2.0,2.0,2.5,2.0,2.0,2.5
580,1569,782678016796,3.5,3.0,3.0,2.5,3.0,3.5
581,1512,746A0BFABA84,4.0,4.5,4.0,4.0,4.5,3.5
582,272,13C400DD9794,2.0,2.0,2.0,2.0,2.0,2.0
583,1018,4E0FDE02216A,3.0,3.0,3.5,3.5,4.0,3.5
584,2459,B7075CD10BCC,2.5,2.5,3.5,3.0,3.0,3.0
585,1543,768FA278A16D,2.0,2.0,2.5,3.0,2.0,2.0
586,876,4353BF70C4A3,3.5,3.0,3.0,3.5,4.0,4.0
587,161,0C30A2A5D998,3.0,2.5,2.5,2.0,2.0,2.5
588,249,125CD13D5FA4,3.0,3.5,3.5,3.5,3.0,3.0
589,980,4B0CF2CFCB4A,3.0,3.0,3.0,2.0,2.5,3.0
590,3636,F4EA60BCBC2C,2.5,3.0,3.0,3.0,3.0,2.5
591,2143,A02E1D0BEACF,3.5,3.0,4.0,4.0,3.0,3.0
592,3684,F6DEF203DCD1,3.5,3.5,3.5,3.0,3.0,2.5
593,1142,589CEB00ED37,3.5,3.5,4.0,3.5,3.0,3.0
594,3053,D9E77CD4506B,2.5,2.0,3.0,3.0,2.0,2.5
595,1976,95540EBC3FC9,2.5,2.5,2.5,2.0,2.5,3.0
596,3370,E897534557AF,2.5,3.0,3.0,3.0,3.0,2.5
597,3867,FE6EC11C8877,3.5,3.5,3.0,3.0,2.5,3.5
598,139,0ACB3F8B9DF8,3.0,3.0,3.0,3.0,3.5,3.0
599,574,2BA422F3619F,3.0,3.5,3.0,3.0,2.5,2.0
600,1618,7B0430EDACBA,4.0,3.0,3.5,3.5,3.5,3.5
601,1991,96A7646236BF,3.5,2.5,4.0,3.0,3.0,4.0
602,773,3BE469553D75,2.5,2.5,3.5,3.0,2.5,3.5
603,2696,C6B1B7E91EE8,3.0,2.5,4.0,3.5,3.5,2.5
604,2420,B3B9D116021C,3.5,4.0,3.5,3.5,3.5,3.5
605,792,3DAC64829E27,3.0,3.5,3.0,3.0,3.5,2.5
606,1000,4CB787139508,4.0,3.0,2.5,3.0,4.0,3.0
607,2612,C1C75CB3BB17,3.0,2.5,3.0,2.5,3.0,3.0
608,789,3D72844EC5B0,2.0,2.5,3.0,2.0,2.0,2.5
609,3059,DA00F2B25B8C,3.5,3.0,3.5,3.5,2.5,3.0
610,3457,ECC9E84CD3D1,3.0,3.0,3.0,2.0,4.0,3.5
611,2726,C8A3B0D8B7E5,2.5,2.5,3.0,3.0,2.0,2.0
612,1751,8476588805D9,2.5,3.5,3.0,3.0,2.5,3.5
613,2947,D3C9A3C2BB08,3.0,4.0,3.5,3.0,3.0,3.0
614,1766,85C71A1E0117,2.5,2.0,3.0,2.0,2.5,2.5
615,3151,DE20CFA52C1D,4.0,3.5,4.5,4.0,3.5,4.0
616,80,05F30981F3EB,3.5,4.0,3.5,3.5,3.0,3.0
617,270,13A94BBE2B24,4.0,3.5,3.5,3.5,3.5,3.0
618,2992,D68907DB12ED,3.5,3.5,3.5,4.0,3.5,4.0
619,475,23F0ABEF8370,2.5,2.5,2.5,2.0,2.0,2.0
620,3564,F17A4EF296EB,3.0,2.5,3.0,3.0,3.0,2.5
621,893,44D395C2AD83,4.0,3.5,3.0,3.5,3.0,3.5
622,2497,B9BA0955819D,3.5,3.5,3.5,3.5,3.5,4.0
623,1509,73F2515B5BCE,3.0,3.0,3.0,3.5,3.5,3.5
624,3035,D93895A285B0,3.0,3.0,3.5,3.5,3.0,4.0
625,3752,F98F9BA65DFB,2.5,2.0,3.0,2.5,2.5,2.0
626,3887,FF197A6B15B2,3.0,2.5,3.0,2.5,3.0,2.5
627,1091,53633B5F5F15,4.0,3.5,4.0,3.5,4.0,4.0
628,3203,E0B86027C5C5,3.0,3.5,3.5,3.5,3.0,3.0
629,512,26E2AD762E9B,3.0,2.5,3.0,2.5,3.0,3.5
630,810,3EA2BA9DAB33,2.5,2.0,2.0,2.0,2.5,2.5
631,3248,E25FE9E05F36,4.5,4.5,4.5,4.0,3.5,4.0
632,2590,BFEE2D5C0FDC,2.0,3.0,2.5,2.0,2.0,2.5
633,815,3F1ED9A56002,2.5,3.5,3.0,3.5,3.0,3.5
634,2287,AAF42F8A396F,3.5,3.5,3.0,3.5,3.0,3.0
635,3612,F3B7C2480747,2.5,2.5,2.5,2.5,2.0,2.0
636,3695,F758E275C993,3.5,3.0,4.0,3.5,3.5,3.5
637,3655,F591A84185A4,4.0,3.0,4.0,4.0,3.5,3.5
638,2100,9DD22B9D10F4,4.5,4.0,4.0,4.0,4.5,4.0
639,2981,D5E3716C5E49,3.5,4.0,4.0,3.5,3.0,4.0
640,2985,D6278021E119,2.5,3.0,3.5,3.0,3.0,3.0
641,3725,F86CA3BFAB20,2.5,3.0,3.0,3.5,3.5,3.0
642,309,16B45E8AA9F3,3.0,3.0,3.5,3.0,2.5,3.0
643,2412,B3493FBE6476,4.0,4.0,3.5,4.0,3.5,4.0
644,1981,9613CEAFE86E,3.5,4.0,3.5,3.5,3.5,4.0
645,2160,A18B82F7407B,4.0,4.0,3.5,4.0,4.0,3.0
646,2095,9DA131E0F720,3.5,3.5,3.0,3.0,3.5,3.5
647,1539,7658C61156C7,4.0,4.0,3.5,3.5,3.0,3.0
648,1538,763EF698F56B,2.5,2.5,3.0,2.0,2.0,3.0
649,892,44C1594D0950,4.0,3.5,4.0,3.5,3.0,3.5
650,2736,C954A6D0B707,3.0,3.5,2.5,3.0,4.0,3.0
651,1188,5C3757B0C6AE,3.0,3.0,3.5,3.5,3.0,3.5
652,2281,AA8DA5629CBC,2.5,2.0,2.5,3.0,3.0,2.0
653,2537,BC4A0CFD6CAF,3.5,3.5,3.5,3.0,3.0,3.5
654,1417,6CD1B8B6BEA8,3.5,3.5,3.0,3.5,3.5,3.0
655,198,0EEE49F99224,2.5,2.5,2.5,3.5,2.5,2.5
656,2456,B6EB1835EBE0,2.0,2.0,2.5,2.0,2.0,2.0
657,2464,B7468C4DD17C,3.5,3.5,4.0,3.5,3.0,4.0
658,431,20A42E81AC2B,2.5,2.5,2.0,2.0,2.0,2.5
659,2133,9F9C42BD3B7A,4.0,4.0,4.5,4.5,4.5,4.5
660,3476,EDA0DCA3FC41,4.0,4.0,4.0,4.0,5.0,5.0
661,106,07DFD9A0986B,2.5,2.5,3.0,3.0,2.5,2.0
662,1039,4F75DF4CEBE9,2.5,3.0,3.0,2.0,2.0,2.5
663,1725,82CCCAD3BA5B,3.5,2.5,3.0,3.0,2.5,2.5
664,1678,7F6795CE405C,3.0,2.5,3.0,3.0,2.0,3.5
665,2369,AFE6CAE937D8,2.5,2.0,3.0,2.0,2.5,2.5
666,2844,CEC71375C061,2.0,2.0,2.5,2.5,3.0,2.0
667,1339,66FF0907BF26,3.0,3.0,3.5,3.5,4.0,3.0
668,2774,CB71E5F9AE1E,2.5,3.0,3.0,3.5,3.0,3.0
669,3285,E429DAB69106,4.0,3.5,3.5,3.5,3.0,3.0
670,3526,EFE2BC73A573,3.0,2.5,3.0,2.5,2.0,3.0
671,310,16B9EB49892E,2.5,2.5,2.5,2.0,2.5,2.0
672,2525,BB8064D7B327,4.0,4.0,3.5,4.0,3.5,3.5
673,1588,7921F1381801,3.0,3.5,3.5,3.5,4.0,3.0
674,1096,54099C3AE7CE,3.5,3.5,3.0,3.5,3.5,3.0
675,642,3137C16C109D,2.0,2.0,2.0,2.0,2.0,2.0
676,2990,D679B3291B9C,3.5,3.0,3.5,3.5,3.5,3.5
677,3149,DE0F5C13960F,4.0,3.0,4.0,4.0,3.0,3.5
678,2223,A5E657C1B23A,3.5,4.0,4.0,4.0,3.0,4.0
679,3750,F95CE6B81C75,3.5,3.5,4.0,4.0,3.5,3.5
680,2465,B7626C8D1FAB,3.0,3.5,3.5,3.0,3.5,3.0
681,3545,F0EECEC5C84B,4.0,3.0,3.0,3.0,3.5,3.5
682,3854,FDF7C4F4BC4D,2.5,3.0,3.0,3.5,3.0,3.0
683,3173,DF193A9E1C5A,3.0,3.0,3.0,2.0,2.0,2.5
684,3315,E56D7CC27444,3.5,4.0,3.5,3.0,3.0,4.0
685,2785,CBF13C6D3FFC,3.0,2.5,3.0,3.0,2.5,2.5
686,2082,9C76CF46D791,4.5,3.5,3.5,4.0,5.0,4.0
687,101,079FDB42E429,2.5,3.0,3.5,3.5,3.0,3.5
688,2043,9A0BAE46C6B4,2.5,3.0,3.0,3.0,3.0,3.0
689,3240,E21D14227555,3.5,3.5,3.5,3.5,3.5,3.0
690,1901,8F1F5D0CEA06,2.5,3.5,3.5,2.5,3.0,2.5
691,1683,7FF6972B86C2,3.0,4.0,3.5,3.5,3.5,4.0
692,2158,A1196779A15B,4.0,3.5,4.0,4.5,3.5,4.0
693,506,265FCDBBF0C1,2.5,3.0,3.0,3.0,3.0,3.0
694,3614,F3E0762BFA43,3.0,3.0,3.0,2.5,3.0,2.5
695,2858,CF961DD37C82,3.5,3.0,4.0,3.5,3.0,4.0
696,1175,5AEAF1C7B87C,3.0,3.0,2.5,2.5,3.0,2.5
697,3483,EE3E133A2D55,3.5,3.5,3.0,3.5,3.0,3.5
698,2507,BA6FC6ECE68E,4.0,4.0,3.5,4.0,5.0,4.0
699,147,0B3118834B72,4.0,3.0,3.0,3.5,3.5,3.5
700,3324,E6346D434004,3.5,3.5,4.0,3.5,3.5,3.5
701,1786,87669696162F,3.5,4.0,3.0,3.0,4.0,3.0
702,2765,CAAB28864F44,3.5,3.0,3.0,3.0,3.5,2.0
703,1145,58EBDB3621E5,4.0,3.5,4.0,4.0,3.5,4.0
704,312,16C794A0F479,3.0,3.0,3.0,3.0,3.0,2.5
705,3271,E353A05E7C8C,2.5,2.5,3.0,2.5,3.0,3.5
706,2390,B1BF25C4C28B,4.0,3.5,4.0,3.5,3.5,4.0
707,3367,E8795A1AA404,3.0,2.5,3.5,3.5,3.0,3.5
708,2841,CEC1115B69DB,3.5,2.5,3.0,3.0,3.0,2.5
709,2964,D4A0BB487395,3.0,2.5,3.0,3.0,2.5,2.5
710,2330,AD28F2915402,3.0,3.5,3.0,3.5,3.5,3.0
711,1639,7C6ED140EF65,3.0,3.5,3.0,4.0,3.5,2.5
712,3401,E9CE67114F63,3.0,3.5,4.0,4.0,3.5,3.0
713,55,04788D56AC58,3.5,3.0,3.0,3.0,3.5,3.0
714,1677,7F4706C105DE,4.0,3.0,3.5,3.5,3.5,3.0
715,1067,51DA4BA94C7C,4.0,3.5,3.5,3.5,4.0,4.5
716,3718,F82EFD88E2BE,3.5,2.5,4.0,3.5,3.5,3.0
717,1335,66C2FA45A48B,3.5,3.0,3.0,3.0,3.0,2.5
718,255,128161F8B117,3.0,3.0,3.0,3.0,3.0,3.0
719,2147,A0A2D6856B0E,2.5,2.5,3.0,3.0,2.5,3.0
720,2653,C454239AC43D,4.0,3.0,3.5,4.0,3.5,4.0
721,3839,FD22ECF287BD,4.5,4.0,4.0,4.0,4.0,4.0
722,335,18FDAA0BF6A2,3.0,3.5,3.0,4.0,3.0,3.0
723,2114,9E8F3C6405CA,3.0,2.0,3.0,3.5,3.0,3.0
724,1942,92CD1BD0C18F,3.0,3.0,3.5,3.5,2.5,3.5
725,2029,992DB55B9726,2.5,2.5,3.0,3.0,2.5,2.5
726,2426,B459B5B87707,2.5,3.5,3.5,3.0,3.0,3.0
727,1880,8DCC1AC9A8EA,3.5,3.0,3.0,2.5,2.5,3.0
